text,rating,confidence
"Аптека очень замечательная, хороший просторный зал, персонал вежливый и консультируют на высоком уровне, всегда проникнутся к твоей проблеме. Низкий поклон и огромное спасибо всему персоналу за отличную работу и заботу о нас пациентах.
",5,0.75
"Отличные ребята:) Вежливые! Очень приятный администратор отдельное ей спасибо - всегда на позитиве. Был у двух мастеров у мальчика и последний раз у девочки оба очень понравились, разный подход к технике стрижки, но в итоге результат отличный. Спасибо
",5,0.75
"Приехал в командировку, зашёл в маг. Ну тоже самое, что и в моём городе, как-будто и не уезжал, всё вкусно
",4,0.75
"Чисто красиво уютно нам очень понравилось.удобно что в аквапарк прямой вход!Персонал ненавязчивай.
",5,0.75
"Я остался доволен работой Григория Русакова. Считаю что мы нашли общий язык, Григорий услышал мои пожелания. Это очень важно для меня и редкость в последнее время! Рекомендую!!! 
",5,0.75
"Классное место, очень атмосферное. Здесь можно покататься на лошадях, верблюдах, пострелять из лука, примерить национальные костюмы, потрогать экспонаты, примерить монгольский средневековый шлем, увидеть настоящего шамана. Очень понравилось.
",5,0.75
"Довольно качественный сервис, что очень удивило, в Норильске и конкретно в Талнахе такое встретишь крайне редко. Девочка Ирина очень вежливая и внимательная, грамотно сориентировала по изделиям и по материалам, получатель подарка остался доволен выбором. Высший балл!!
",5,0.75
"Очень понравилось, оказывается в былые времена ослики были вписаны во все страницы истории, сходите непожалеете
",5,0.75
"Отличное место, вкусная еда, оригинальная подача. Спасибо официанту Савелию за профессиональный подход к сервису 👍🏼
",5,0.75
"Мы всей семьёй там часто бываем и нам очень нравится этот торговый центр. Можно сходить в кино, купить продукты на первом этаже в магазине Перекресток. Также очень нравятся большое разнообразие отделов различными видами товаров на любой вкус и кошелёк. Есть где поиграть с детьми и отдохнуть. Уютно и чисто, вот только туалеты какие то не суразные. И часто там воняет и не очень чисто.
",5,0.75
"Хороший магазин из разряда ""у дома"". Есть необходимые продукты, кроме фруктов и овощей.
",5,0.75
"Шикарнейшее место с отголоском «СССР» отличное качество напитков и ассортимента к ним закуски))) посещаем каждый раз большой и дружной компанией, все остаются в прекрасном настроении и впечатлении
",5,0.75
"Спасибо Вам большое. Вы — безупречные специалисты своего дела, доброй души люди. Моя благодарность искренна и безгранична. Хочу пожелать Вам долгих лет успешной врачебной практики, счастливых лет благополучной жизни!
",5,0.75
"Всем привет. Ставлю 3 звезды.  И цветы есть, и продавец есть, и доп подарки есть, но, что-то не хватает в этом магазине.\nСовет: Если нужно быстро купить, тогда можно и сдесь. Если есть время-поехать в др. место.
",3,0.75
"Отличная обстановка ,есть даже пиратский корабль)страус правда какой то дикий )))рычит как тигр ))
",5,0.75
"Мастера-установщики ответственно подходят к установке обвесов и дополнительного оборудования. Обращался по замене штатной мультимедии на bmw x3 и установке переднего спойлера. Также два раза делали здесь химчистку, специально попросили сделать фото до и после. Надеюсь сохранят свою индивидуальность.
",5,0.75
"Периодически заезжаю. Все оперативно. Запчасти сдесь же заказываю. Компетентный приемщик Олег. 
",5,0.75
"Останавливался пока был в командировке: это одно из лучших мест в маленьких региональных городах за свои деньги \nПрошлые минусы из отзывов ниже либо неактуальны, либо они провели работу над ошибками:\nПерсонал мега вежливый, помогли во всех ситуациях, 2 парковки платная с охраной и бесплатная. В номере стандарт есть кондиционер(что за 1500 очень хорошо), завтрак тоже включен(опять же за 1500 это хорошо). В душе одноразовый шампунь и гель. \nИз минусов: да горячую воду придется подождать 3-4 минуты, но это нюансы работы проточного нагревателя, в конкретно моем номере небыло розетки у кровати, но администратор выдала удлинитель. 3й этаж, для любителей покурить придется заняться спортом. Отсутствует одноразовая паста и зубная щетка - понятно что за этот прайс перебор, но я готов за это доплатить или купить на ресепшен. В моем номере отсутствовала шторка в ванной - даже аккуратно моясь весь пол будет в воде, это наверное единственный недостаток (хотя есть большое полотенце для ног что почти решает задачу)\n\nКафе на 1 этаже ну такое себе, я бы рекомендовал поискать другие места и доставки.\n\nВ целом из более 500 посещенных гостиниц и отелей, по соотношению цена качество - очень неплохо.
",5,0.75
"В фо бо переваренная лапша. Персонал общается слегка фамильярно. Меню на стене - неудобно. Соусов нет. Ждали заказ дольше, чем хотелось бы, хоть и в рамках разумного.\nНэмы на вкус, Я дома сам делал в первый раз вышло также не очень. Почему они так плохо делают нэмы не знаю.\nОбъем порции могло бы быть плюсом, но они не большие, они гигантские, тяжело столько съесть.
",1,0.75
"Наращивала реснички, первый раз могу сказать -понравилось все😊Делала работу Анастасия , вежливая и приятная девушка, профессионал своего дела. Спасибо огромное за красивые реснички и быструю работу 🤝🏼обязательно вернусь еще😊
",5,0.75
"Самая старая крепость с музеями внутри, с большим пляжем на Неву. Тут можно провести время с друзьями, родными и близкими, с детьми. По бываешь раз, вернешься сюда не раз!!!
",5,0.75
"Какое все драхлое стало. Двери не закрываются. Матрасы настолько ужасные что хочется спать стоя. Кафе закрыли. За все штрафы. Раньше было лучше . Больше не приедем 
",1,0.75
"Динамичная компания, с классической технологией постройки домов из кирпича. Новые объекты хороши с точки зрения инфраструктуры и отделки общественных зон
",5,0.75
"Магазин в Климовске хороший, большой выбор ,вежливые продавцы,всегда подскажут и помогут!
",5,0.75
"Отличное место, постоянно сюда заезжаем по дороге на дачу. Кофе лучший среди многих вкусно и точка. \nХотелось бы конечно поменьше сахара в булках - слишком сладкие. А так в целом вкусно.\nИ жаль, что нет каких- нибудь детских пастилок аля как во вкусвилл.
",5,0.75
"Честно говоря ожидала большего от этого заведения. Помещение очень маленькое, такое ощущение, что все сидят друг на дружке. Из декора, висят кренделя, как то все несуразно, темно. По поводу кухни :брали похлебку в хлебе - вкусно, но очень мало. Спиртные напитки - эль очень вкусный. На сколько нам известно пиво, эли поставляются, из местной пивоварни.
",5,0.75
"от входа, до самых горок все отлично! бани превосходные, ребята на горках очень вежливые, с пожеланиями отличного отдыха и улыбкой все до одного. Молодцы! Чистота, комфорт. Народа было мало, на всех горках катались без очереди. Это было в будний день. \nЗвезды сняла за обслуживание в кафе. Еда разогретая, персонал не дружелюбен от слова ""совсем"".  Очень долго обслуживали на кассе, тянули время, будто специально.  Такое впечатление, будто к ним домой пришли обедать. Это было в марте этого года. 2 года назад кухня была вкуснее, горячее и девушки там были отличные.   \n\nкак идея - в век цифры можно бы фоточки на электронную почту кидать или в мессенджеры.
",3,0.75
"Я постоянно бываю в этом кафе. Здесь самый вкусный  в Казани суп Том Ян. Нисколько не хуже, чем в Таиланде. Когда у меня плохое настроение, я иду в это кафе, заказываю любимый суп и наслаждаюсь. Спасибо собственнику и персоналу за доставляемое удовольствие!🙏👏🏻👏🏻👏🏻🥂
",5,0.75
"Понравился и зал и сам концерт. Григ в исполнении талантливых музыкантов особенно хорош.
",5,0.75
"Очень классное заведение, большой выбор еды, алкоголь относительно дешёвый, отдельный комплимент кальянщику, попросил выбрать на свой вкус, получился очень  вкусный микс, раньше такого не пробывал. А ещё тут живая музыка, классный интерьер, если будете в Дагестане, обязательно посятите это место, не пожалеете! 
",5,0.75
"Езжу в Москву с этого автовокзала нет проблем с билетами уехать можно в любое время хорошие большие автобусы очень комфортно ехать \nЧисто уютно есть кафе \nОтличный автовокзал
",5,0.75
"Были в июле 2023. Очень интересно! Понравилось и детям и взрослым. Катались на верблюдах, видели потрясающее розовое озеро! Источник который может гореть! Даже постреляли из лука! Места там заповедные поэтому посещение достопримечательностей проходит в сопровождении экскурсовода. Люди приветливые, отзывчивые. Все очень хорошо.
",5,0.75
"Крутой торговый центр! Особенно Вкусно и точка, бывший Мак, всё вкусно и быстро рекомендую!!!
",5,0.75
"Смотровая площадка старой набережной. Теперь выглядит намного лучше и уютнее. Что касается самого обзора, то на мой взгляд лучше бы сделать смотровую площадку с противоположной стороны реки. Вид оттуда гораздо красивее.
",5,0.75
"Очень хорошее обслуживание и очень вкусная еда. Приходил бы сюда каждый вечер за чаем и люля кебабом, особенно вкусная пахлава. Прикольная турецкая атмосфера и интерьер погружают тебя на побережье Турции.
",5,0.75
"У же 3 раза заказывал здесь номер, номера хорошие, до метро от гостинице минут 5 ходьбы,  для людей экономных подойдёт , так как в гостинице завтрак с 7 до 11 очень хороший, тоесть можно выспаться, хорошо позавтракать (а кормят очень хорошо) и идти гулять до вечера.
",5,0.75
"Большой ассортимент и приятные цены. Удобное месторасположение :)
",5,0.75
"Тихо, чисто и комфортно. Персонал приветливый, доброжелательный. Есть ресторан на этаже. Кухня преимущественно европейская. Немного сложная Транспортная схема, но я пользовался такси. Рекомендую для служебных командировок и рабочих поездок.
",4,0.75
"Хорошее место с оригинальной тематикой, вкусная еда, цены оптимальные, интерьер интересный, более спокойное место чем бары, персонал приветливый и дружелюбный, подскажет чем лучше похмелиться и шикарные супы и похлебки очень в этом помогают
",5,0.75
"ОТВРАТИТЕЛЬНО ВСЁ - качество и внешний вид роллов, поддержка и общение с клиентами!!! Купились с мужем на акцию(роллы +пицца),видимо акцию специально проводят,чтобы после люди писали плохие отзывы и больше никогда в данной конторе ничего не заказывали, жалею что сразу не выбросила все в мусорку (все таки деньги заплатили и ужин не хотелось портить),зря пожалела, на следующий день поняла, что отравилась, тошнота, проблемы со стулом и температура 37,4- отравление. Пыталась связаться со службой контроля качества (через приложение, на телефон, в вотсап, в контакте), замкнутый круг просто, на телефон и в вотсап не отвечают,в приложении оценила работу оператора на 1, позвонили и в манере ""наезда"" хотели узнать почему низкая оценка,сказали проверят запись и перезвонят-не перезвонили. Тех.поддержка ""вконтакте"", им абсолютно не важно внешний вид и качество роллов, для них  главное вес роллов, спрашивали взвешивала ли я роллы?)))) при чем тут вопрос про вес роллов, я так и не смогла выяснить.
",1,0.75
"Замечательное место. Одно из лучших во Владимире. Нам попался хороший официант. Еда отличная. Если придираться - немного пережаренные гренки. Все остальное - гуд. \nПлохо только одно - цены. Дорого. Даже по московским меркам. Все, кроме собственного пива. Тут красота - 250 за пинту :)\nВ любом случае 5 звезд за кухню, интерьер и обслуживание.
",5,0.75
"Хороший , чистый магазин, удобное расположение, большой ассортимент
",5,0.75
"Магазин большой и много выбора прихожу только на носками конечно так как выбор есть и цена ниже остальных близко к дому.
",5,0.75
"Очень уютно, атмосферно. Залы асположены на трех этажах. Внимательный персонал. Хороший ассортимент блюд. Здесь действительно вкусно готовят. Можно прекрасно провести время всей семьей
",5,0.75
"Достойный медцентр Сочи: хорошие врачи, комфортное обслуживание. Особенно нравится лаборатория- быстрота и качество обслуживания. Жаль, что государственная медицина существенно отстает
",5,0.75
"Мойка - по быстренькому...\nБыстро и не совсем чисто...
",2,0.75
"Очень уютное место, чисто, Доброжелательные хозяева Марина и Александр. Спасибо за отдых! При выселении каждому подарили по сувениру, приятный бонус)) Обязательно вернусь!
",5,0.75
"Не продумано время консультаций для новых пациентов к имплантологу Мамаеву. Он принимает в промежутке между записанными пациентами. Таким образом, можно прождать очень долго и не получить консультацию. Большая просьба назначать консультацию в конкретное время.
",2,0.75
"Десерты вкусные,свежие🔥🔥🔥
",5,0.75
"Пришла в эту клинику по совету подруг, к врачу Шемякину. Отличный специалист, все показал, все рассказал. Объяснил мне что и как правильно нужно будет делать с брекетами.  Не берет лишних работ ради денег и делает только то, что нужно. Сейчас пройду лечение и поставим брекеты на 2,5 года. А о самих брекетах будет следующий отзыв ❣️
",5,0.75
"Приятный персонал, большие порции! Теплый салат по-тайски очень вкусный, все на своем месте! Морская пицца не заслуживает своего внимания, абсолютно! 
",4,0.75
"Про нотариуса не могу ничего сказать, т.к до него не дошла. При одном виде секретаря стало понятно ,что работать здесь не любят. При виде большого объёма работы начала психовать, истерить, это слишком долго, это слишком много и т.д и т.п.В итоге сказала , что у вас паспорт недействителен, идите обменивайте( такая чушь). Не теряйте время и деньги на эту нотариальную контору. Фрунзе 10 хороший нотариус, все сделали четко
",1,0.75
"Останавливалась с 14 по 16.06.2023 г. Замечательный отель , в номере есть все необходимое , сотрудники отеля  стараются исполнить все пожелания гостей. Завтраки- супер! Набережная и пляж рядом. Отличный SPA. Была тут в первый раз, но уверена- приеду еще не раз!
",5,0.75
"Внимательный и дружелюбный персонал. Да, иногда нужно посидеть в очереди. Но это, как мне кажется, тоже показатель качества. \nИ, конечно, спасибо, что помогли вылечить кота после того, как его покусали! 2 недели нас выхаживали посредством уколов, капеллниц, обработок ран и т.д.\nЛично я в другие клиники своего питомца не повезу.
",5,0.75
"Очень крутое и атмосферное место, кухня и вино ок, пиво - маленький ассортимент.\nОтдельно отмечу два крутых поинта:\n- живая музыка на выходных;\n- вкусный кофе, кто понимает за кофе, должен попробовать, всем рекомендую. :)
",5,0.75
"Понравился салон делала маникюр . Мастер Полина !!!! мастер своего дела !!!Внимательная , маникюр выполнен профессионально , качественно . Всем рекомендую салон и мастера Полину . Я была впервые сегодня и довольна работой мастера , атмосферой . Весь день на позитиве счастья нет предела . Постоянным буду клиентом . 
",5,0.75
"Хочу выразить ооогромную благодарность Любови Федосовой. Мне понравилось все-начиная с того момента, когда я записывалась на процедуру- мастер очень доброжелательно объяснила мне всё, что меня интересовало. \nПонравился небольшой, очень уютный и стильный кабинет, где всё продумано буквально до мелочей. \nСама процедура прошла максимально комфортно и безболезненнобезболезненно, а результат превзошёл все мои ожидания! Обязательно приду ещё-на коррекцию и другие процедуры. \nКак хорошо, что в нашем городе есть специалисты такого уровня! \nСпасибо замечательному мастеру Любови за доброжелательность,профессионализм и золотые ручки! 
",5,0.75
"Рекомендую. \nЦены адекватные, рассада крепкая. 
",5,0.75
"Зелёная гостиная, замечательная. Детям очень понравилось. Животные ухоженные, сытые, всё чисто и ухоженно. Обязательно придем ещё!
",5,0.75
"Первая звездочка за цены - самая низкая стоимость блюд среди ближайших заведений; вторая за съедобность - сколько раз ел не отравился ни разу; третья звездочка за атмосферность.\nСобственно на этом раздача звёзд заканчивается: будем честными в раздолбаной общаге, переделанной под раздолбанный бизнес-центр, на бОльшую оценку рассчитывать не приходится.
",3,0.75
"Раз в год стараемся забегать, как всегда на высоте, всегда что-то новенькое. Нравится, что у Вадима можно и полазить по технике и покрутить пушки, не заварены, как везде. Полевая кухня - вообще огонь 🔥
",5,0.75
"Если вы хотите чтобы вам не зубы лечили , а просто навязывали услуги, которые вам не нужны, то Вам сюда! Отвратительная клиника. Приехали удалить зуб мужу, ( в другой клинике уже смотрели и сказали что его не спасти, но там не было мест на этот день), в итоге в этой клинике нам сказали , что возможно его сохранить, нужно показать терапевту (Царегородцеву С. И. )  мы обрадовались, но приезжаем, он счистил старую пломбу на качающемся зубе и говорит, да спасти невозможно. Барабанная дробь.... Он его не удалил после этого, а поставил на него временную пломбу. На кассе никакого прайса. И тут он говорит, с вас 7200. Никакой дагностики, никаких снимков, просто ""под дурачка"". Зуб вывалился дома ровно через три дня.. Поехали корень удалять в другую клинику. 
",1,0.75
"Пользовалась неоднократно услугами мойки окон и уборкой квартиры. Осталась очень довольна. Присматриваюсь к генеральной уборке, но считаю, что она стоит достаточно дорого.
",5,0.75
"Быстро, вежливо, всё что заказывал вточности и , если что, посоветуют.
",5,0.75
"Мне срочно нужна была юридический помощь выбрала Сталицу,Вячислав  мастер своего дела все быстро и четко зделал.спасибо!!!рекомендую всем и не пожелаете и цена 👍
",5,0.75
"Качество (все самое свежее и вкусное), оперативная доставка (от плиты и до места в контейнере), повара с большим стажем и опытом. Работают в онлайн и внимательно выслушивают все пожелания от заказчика. Супер. Приятного аппетита.
",5,0.75
"Очень достойно. Официантки вежливые,шустрые, вовлеченные в выбор еды для клиента.\nЕда вкусная, сытная ,порции большие,ценник приятный. Сыра не жалеют,пекинская капуста порадовала особенно (часто другие заведения грешат капустой с черными вкраплениями,здесь такого нет)\nАтмосфера успокаивающая,интерьер свежий ,не заезженный. \n
",5,0.75
"Постоянно сюда захожу. Всегда вежливый персонал, удобно забирать заказы, всё можно проверить и примерить, если нужно. Как в обычный магазин сходить, только лучше)
",5,0.75
"Работает 24 часа. Пару раз заходил глубоко ночью, все на своих местах, работают. Обычный перекресток, но более современный
",5,0.75
"Лучший компьютерный клуб в нижнем Новгороде. Хожу в него уже пару лет. Всегда чисто и уютно, а главное всегда приветливые админы. 
",5,0.75
"Мясо плохое, \nСметана скисшая,\nКлубника заплесневелая\n\nМне очень интересно, чем думают владельцы когда такое продают. Кто к вам вернётся то?
",1,0.75
"Очень интересно и взрослым и детям, огромное количество экспонатов.
",5,0.75
"Начну с плюсов:\n- Чистый номер. \n- Есть где поставить машину\n- Отличная душевая\n- При внешне довольно простом ремонте, удалось сделать номер комфортным для проживания. \n- Есть кухня\nА теперь о главном. О качестве обслуживания! \nДа цена за номер не слишком высока, но:\n- Надевать бахилы при входе это супер тупо. ""Я что буду за вами мыть каждый раз когда вы пройдете?""- сказали нам на стойке регистрации. Но если задуматься, разве это наша проблема? \n- На кухне висит табличка ""просим не шуметь утром и вечером, не мешайте гостям"". Но утро в данной гостинице начинается не с кофе, утро начинается с шума пылесоса возле вашего номера! Пылесос шумит так, как будто рядом садится самолет. Добавить к этому стук пылесосом о стены, и вы получаете идеальное утро.\n- Заветные слова - которые утром ""хочет"" услышать каждый постоялец - ""ой, уже 10 утра, а машина еще стоит, скорей бы они уехали"". Как будто мы не слышим! Вы нас уже разбудили утром своим пылесосом. Мы слышим что вы говорите! \n- Гостиница была пустой, однако несмотря на этот факт. Нас старались выпереть как можно скорее, ведь очередь из постояльцев в ИМЕННО наш номер выстроилась до Челябинска и вы никак не сможете помыть пол к их заселению! За 5 минут до часа выезда нам постучали в дверь со словами ""вы скоро там?"". \n\nИнтересны полотенца с вышивкой названия другого отеля. И ключи от номера с биркой еще какого-то отеля.\nКафе внизу было закрыто на ремонт. \n\nИтак, резюме. По мнению администратора сервис это: бахилы на гостях, спешный выезд, встать пораньше от звука пылесоса и разговоров про негодников-гостей.\n
",2,0.75
"Классное место, отзывчивый персонал, а повора вкусно готовят, рекомендую! 
",5,0.75
"Купили шуруповёрт на электропривода. Дома стали проверять - дымит и воняет. Вернули в магазин, составили претензию. Ответ от сервисного центра - ИСПРАВЕН!!!! Что???? Спасибо. Надеюсь вам  2700 пока хватит, которые мы вам подарили. Деньги лишние ДОБРО ПОЖАЛОВАТЬ
",1,0.75
"Господа и дамы я вам всячески советую избегать данного сервиса. Кроме того, что вы абсолютно неинтересны как клиент и обслуживание  и общение выстроено максимально криво, с вас еще потом возьмут в тройном размере за каждый скол от камня на любой детали кузова. Машину будут рассматривать под лупой и в свете софитов. за год (11 тыс км) эксплуатации рено Аркана мне насчитали 27 тысяч за кузовной ремонт. Посчитали даже снятие и установку одной двери для покраски. Могу предоставить фотографии- машина при этом выглядела идеально. Всегда намыта и заправлена. Вам предоставят полный отчет о осмотре и вы можете пойти его опротестовывать в суде, но у сбера хорошие юристы и договор составлен так, что вы еще должны будете. Из плюсов была новая машина, заливаешь бензин и омывайку, оплачиваешь парковку и мойку. Смена резины и ее хранение - не твоя головная боль(но это и так вообще не боль). На момент заключения договора(до февр 2022г) стоимость услуг была адекватной, сервис только появился. после февра 2022г цены для новых клиентов были подняты вдвое. 
",1,0.75
"Есть детская комната, хорошие мастер-классы по готовке и для детей и для взрослых. 11 февраля ходила на мастер-класс по хинкалям. Потом с друзьями посидели в ресторане, все вкусно, официанты и шеф-повар очень доброжелательные.
",5,0.75
"Прекрасное место: чисто, красиво, уютно. бассейн, шведский стол, очень вкусная еда, кафе, вечером работает уличный кинотеатр. Замечательный персонал. Для детей огромная детская площадка и мелкий бассейн. Рекомендую 👍
",5,0.75
"Суперский сервисный центр. В отличии от тысячи недобросовестных сервисных центров они чинят как для себя. Отдавал туда технику друга, все работает. За что очень благодарен.
",5,0.75
"Очень крутое место для отдыха с семьёй. Хорошие инструктора, цены для подобных мест приемлимы. 3 часа и оборудование в вашем распоряжении. Парковка небольшая, но место можно найти всегда. Рекомендую!
",5,0.75
"Магазин вполне себе. Прихожу забирать заказы иногда, из сотрудников обычно 1-2 человека на магазин, потому надо ещё побегать и их поискать. Оплата теперь через терминал самообслуживания, что несомненный плюс.\nКогда менял сломанный джойстик на новый, собирался просто забрать деньги и купить новый в Ситилинке, т.к. там дешевле. В ДНС продали по цене Ситилинка, что для меня плюс - не нужно было ехать на Ленинский.
",5,0.75
"НЕ РЕКОМЕНДУЮ. Одна звезда это очень много. Брали с мужем один абонемент на двоих, замораживала этот абонемент зимой на 5 дней, т.к. при покупке узнавали о возможности заморозки, сказали, да зарегистрируйте договор в лк и заморозьте, так и сделала. Год еле отходили , впечатления о клубе отвратительные, очень жалею о том, что сразу не почитала реальные отзывы на всех площадках и не взяла пробное занятие. В бассейне плавать невозможно, свободны максимум 3 дорожки, остальные либо персональные тренировки, либо секции. В трех свободных по 6 человек. Дно бассейна желтое, все в налете и плесени, в саунах так же все забито людьми, заходишь заглядываешь куда приткнуться, пахнет плесенью. Не берите абонемент в сезон отпусков, когда народу мало, с осени по весну ходить не сможете просто, офигеете от очередей в гардероб, душ, очередь за феном, проблема найти свободный шкаф, + все оставляют вещи в шкафах на ночь, но администрация просит бронировать и оплачивать в таком случае (об этом кстати вообще случайно узнали, менеджеры ни о чем не рассказывают, догадывайтесь сами). В общем оплатить нужно тот же самый бесплатный шкаф с хлипким замком,но на него приклеят бумажку и от руки напишут, что забронирован и гарантии что не вскроют нет. Очереди на групповые занятия, толпой стояли за 15-20 минут до начала, занимались вплотную друг к другу, на зиму были отключены кондиционеры во всем клубе, при силовых групповых тренировках становилось плохо от духоты и вони в закрытом помещении, на силовые в итоге ходить не смогла, пока весной не включили кондиционер. Тренажеры стояли сломанные по несколько недель с табличкой не работает, эллептический тренажер скрипит и торчат разболтанные болты, готовые выпасть, никто за этим не следит. В гардеробе вечерами зимой нет места для пуховика, брали с собой и запихивали в шкафчик (вместимость людей не то, что больше чем крючков в гардеробе, а больше чем кислорода в клубе). За месяц примерно до окончания абонемента мужу стали звонить предлагать продлить (на его номер был оформлен и я вписана как второй человек,мне никто ни разу не звонил) он ответил, что мы не собираемся продлевать. В клубе заранее уточнил у менеджера до какого числа мы можем ходить по договору учитывая 5 дней заморозки, ответили, что до 20го, (менеджер не предупредила, что у второго человека в договоре не было никакой заморозки и ходить он почему то может до 15 числа, а договор один, я отдельный не подписывала, в личном кабинете тоже  проверила, что стоит 20е число. Были в клубе 15го, никто так же не сказал что у меня последний день, хотя все высвечивается у менеджеров, но они там просто сидят, консультировать клиентов в их задачу не входит. В итоге я одна приехала 16го числа, не смогла войти по браслету, поздоровалась и попросила помощи, менеджер проигнорировала, я попыталась войти снова, опять громче попросила помощи, убедившись, менеджер не разговаривает по телефону даже, а просто сидит с полным равнодушием. Потом она соизволила встать и подойти, отчитала меня за то что я стою""ору"", а не сама к ней подошла. Можно было кстати попросить подойти меня например, у меня в первый раз проблема со входом, я думала можно решить этот вопрос у турникета. Оказалось заморожен был абонемент только у мужа, а я должна была создать еще один личный кабинет на свой номер телефона и тоже заморозить, учитывая что договора у меня нет, я просто второй человек в договоре мужа, в котором прописано, что он один на двоих. Никакого сожаления и желания помочь от менеджера и присутствующего администратора не было, они вдвоем выставили меня дурой, типо вообще то абонемент у вас закончился вчера, а если вы чего то не знали надо было спросить, мы ни при чем, звоните в коммерческий отдел. На месте не помогут ни с одним вопросом, отсылают звонить. Утром проверила в лк заморозку на договор, позвонила с вопросом как так получается, у кого вообще была информация о том, что мне нужно было отдельно от общего договора регистрироваться? В ответ - у менеджеров эта информация. Прекрасно, у менеджеров она есть, а у ваших клиентов нет. Еще раз пыталась объяснить, что договор один и меня не предупреждали, на другом конце трубки собеседница тараторила свою правду перебивая и опять выставляя меня виноватой, я сказала, что не договорила, она повесила трубку. На этом история с ФХ окончена, решить какую либо проблему невозможно, клиент важен только когда покупает абонемент, а если он еще и от продления отказался, то вообще выталкивают из клуба и вешают трубки. Разбираться с этой шаражкиной конторой больше не буду, только нервы тратить, стандартов обслуживания, работы с клиентами клуба, телефонной поддержки и адекватного руководства просто нет. Менеджеры сидят исключительно для того, чтобы продать абонемент и вежливы только в первый день, далее ни здравствуйте не до свидания, только недовольные лица, которые становятся еще более недовольными, если клиенту нужна помощь.
",1,0.75
